pubchem_cid	protein	docking_score
452548	protease	-8.20
452548	polymerase	-8.90
452548	papainlike	-7.50
452548	ace2	-9.10
452548	spike_rbd	-7.80
452548	nucleocapsid	-10.90
452548	tmprss2	-8.10
56069	protease	-7.80
56069	polymerase	-7.90
56069	papainlike	-8.10
56069	ace2	-8.20
56069	spike_rbd	-7.30
56069	nucleocapsid	-9.50
56069	tmprss2	-8.60
124761802	protease	-7.90
124761802	polymerase	-8.80
124761802	papainlike	-7.10
124761802	ace2	-9.60
124761802	spike_rbd	-7.50
124761802	nucleocapsid	-9.30
124761802	tmprss2	-7.90
16222096	protease	-7.60
16222096	polymerase	-7.90
16222096	papainlike	-8.20
16222096	ace2	-8.90
16222096	spike_rbd	-8.40
16222096	nucleocapsid	-10.30
16222096	tmprss2	-7.90
441405	protease	-7.80
441405	polymerase	-8.10
441405	papainlike	-7.70
441405	ace2	-8.20
441405	spike_rbd	-7.20
441405	nucleocapsid	-9.50
441405	tmprss2	-8.60
51532078	protease	-7.90
51532078	polymerase	-9.10
51532078	papainlike	-8.00
51532078	ace2	-9.60
51532078	spike_rbd	-7.10
51532078	nucleocapsid	-10.40
51532078	tmprss2	-8.50
138958271	protease	-7.50
138958271	polymerase	-7.80
138958271	papainlike	-7.50
138958271	ace2	-8.30
138958271	spike_rbd	-7.30
138958271	nucleocapsid	-8.90
138958271	tmprss2	-7.10
135413536	protease	-8.00
135413536	polymerase	-8.80
135413536	papainlike	-6.80
135413536	ace2	-9.70
135413536	spike_rbd	-8.00
135413536	nucleocapsid	-9.20
135413536	tmprss2	-8.80
135565596	protease	-7.00
135565596	polymerase	-8.20
135565596	papainlike	-7.20
135565596	ace2	-8.50
135565596	spike_rbd	-7.30
135565596	nucleocapsid	-8.90
135565596	tmprss2	-8.00
2541	protease	-7.90
2541	polymerase	-8.30
2541	papainlike	-8.70
2541	ace2	-7.70
2541	spike_rbd	-8.70
2541	nucleocapsid	-10.40
2541	tmprss2	-8.40
54671008	protease	-7.90
54671008	polymerase	-9.20
54671008	papainlike	-8.20
54671008	ace2	-9.60
54671008	spike_rbd	-8.30
54671008	nucleocapsid	-9.60
54671008	tmprss2	-8.50
124761804	protease	-7.80
124761804	polymerase	-9.20
124761804	papainlike	-7.10
124761804	ace2	-9.50
124761804	spike_rbd	-7.40
124761804	nucleocapsid	-9.70
124761804	tmprss2	-7.80
45375808	protease	-6.90
45375808	polymerase	-8.00
45375808	papainlike	-7.80
45375808	ace2	-8.00
45375808	spike_rbd	-7.60
45375808	nucleocapsid	-8.80
45375808	tmprss2	-7.70
72734318	protease	-8.10
72734318	polymerase	-9.20
72734318	papainlike	-8.10
72734318	ace2	-9.70
72734318	spike_rbd	-8.20
72734318	nucleocapsid	-9.90
72734318	tmprss2	-8.30
60150250	protease	-7.60
60150250	polymerase	-8.20
60150250	papainlike	-7.80
60150250	ace2	-9.40
60150250	spike_rbd	-7.50
60150250	nucleocapsid	-10.10
60150250	tmprss2	-7.70
5035	protease	-8.00
5035	polymerase	-8.50
5035	papainlike	-8.00
5035	ace2	-8.80
5035	spike_rbd	-7.80
5035	nucleocapsid	-9.50
5035	tmprss2	-8.60
11592970	protease	-7.30
11592970	polymerase	-8.10
11592970	papainlike	-7.90
11592970	ace2	-8.60
11592970	spike_rbd	-7.20
11592970	nucleocapsid	-8.70
11592970	tmprss2	-7.90
11387147	protease	-7.80
11387147	polymerase	-9.80
11387147	papainlike	-7.40
11387147	ace2	-8.90
11387147	spike_rbd	-7.20
11387147	nucleocapsid	-9.50
11387147	tmprss2	-7.80
443894	protease	-8.30
443894	polymerase	-9.00
443894	papainlike	-9.30
443894	ace2	-10.20
443894	spike_rbd	-8.30
443894	nucleocapsid	-10.30
443894	tmprss2	-8.50
10311306	protease	-7.40
10311306	polymerase	-7.40
10311306	papainlike	-7.10
10311306	ace2	-10.00
10311306	spike_rbd	-7.10
10311306	nucleocapsid	-8.60
10311306	tmprss2	-8.00
6918314	protease	-7.80
6918314	polymerase	-7.90
6918314	papainlike	-8.00
6918314	ace2	-9.90
6918314	spike_rbd	-7.50
6918314	nucleocapsid	-9.90
6918314	tmprss2	-8.70
9642	protease	-8.00
9642	polymerase	-8.50
9642	papainlike	-7.90
9642	ace2	-8.60
9642	spike_rbd	-7.90
9642	nucleocapsid	-10.00
9642	tmprss2	-8.10
39765	protease	-7.20
39765	polymerase	-8.20
39765	papainlike	-8.10
39765	ace2	-8.80
39765	spike_rbd	-7.00
39765	nucleocapsid	-10.00
39765	tmprss2	-8.70
24965990	protease	-7.90
24965990	polymerase	-8.50
24965990	papainlike	-9.00
24965990	ace2	-8.60
24965990	spike_rbd	-7.80
24965990	nucleocapsid	-9.50
24965990	tmprss2	-7.80
9871419	protease	-7.70
9871419	polymerase	-8.30
9871419	papainlike	-7.20
9871419	ace2	-9.30
9871419	spike_rbd	-7.00
9871419	nucleocapsid	-9.10
9871419	tmprss2	-7.90
10275777	protease	-7.50
10275777	polymerase	-7.70
10275777	papainlike	-7.80
10275777	ace2	-9.00
10275777	spike_rbd	-7.80
10275777	nucleocapsid	-9.50
10275777	tmprss2	-7.70
135398744	protease	-6.80
135398744	polymerase	-8.10
135398744	papainlike	-7.70
135398744	ace2	-8.90
135398744	spike_rbd	-7.30
135398744	nucleocapsid	-8.70
135398744	tmprss2	-7.50
3033818	protease	-7.00
3033818	polymerase	-8.60
3033818	papainlike	-7.60
3033818	ace2	-8.60
3033818	spike_rbd	-7.30
3033818	nucleocapsid	-9.40
3033818	tmprss2	-7.50
9829523	protease	-8.50
9829523	polymerase	-8.90
9829523	papainlike	-8.80
9829523	ace2	-9.10
9829523	spike_rbd	-8.80
9829523	nucleocapsid	-10.10
9829523	tmprss2	-8.50
135398561	protease	-7.50
135398561	polymerase	-8.40
135398561	papainlike	-8.80
135398561	ace2	-8.70
135398561	spike_rbd	-7.70
135398561	nucleocapsid	-9.40
135398561	tmprss2	-8.70
28417	protease	-7.70
28417	polymerase	-8.10
28417	papainlike	-7.40
28417	ace2	-8.60
28417	spike_rbd	-8.30
28417	nucleocapsid	-10.90
28417	tmprss2	-8.30
24812758	protease	-7.60
24812758	polymerase	-8.30
24812758	papainlike	-8.50
24812758	ace2	-9.10
24812758	spike_rbd	-7.80
24812758	nucleocapsid	-9.30
24812758	tmprss2	-7.90
6918248	protease	-7.80
6918248	polymerase	-8.60
6918248	papainlike	-7.90
6918248	ace2	-9.10
6918248	spike_rbd	-8.00
6918248	nucleocapsid	-9.50
6918248	tmprss2	-8.70
9924495	protease	-7.70
9924495	polymerase	-8.60
9924495	papainlike	-7.10
9924495	ace2	-8.80
9924495	spike_rbd	-7.50
9924495	nucleocapsid	-9.30
9924495	tmprss2	-8.10
9915743	protease	-7.70
9915743	polymerase	-9.00
9915743	papainlike	-7.50
9915743	ace2	-8.60
9915743	spike_rbd	-7.90
9915743	nucleocapsid	-9.30
9915743	tmprss2	-7.80
30323	protease	-7.80
30323	polymerase	-7.90
30323	papainlike	-7.60
30323	ace2	-8.70
30323	spike_rbd	-8.20
30323	nucleocapsid	-9.50
30323	tmprss2	-7.40
31703	protease	-7.70
31703	polymerase	-8.10
31703	papainlike	-8.10
31703	ace2	-8.60
31703	spike_rbd	-9.10
31703	nucleocapsid	-9.70
31703	tmprss2	-7.80
3062316	protease	-7.70
3062316	polymerase	-8.80
3062316	papainlike	-7.70
3062316	ace2	-9.00
3062316	spike_rbd	-7.60
3062316	nucleocapsid	-9.40
3062316	tmprss2	-8.00
150610	protease	-7.90
150610	polymerase	-8.30
150610	papainlike	-7.70
150610	ace2	-8.30
150610	spike_rbd	-7.70
150610	nucleocapsid	-10.00
150610	tmprss2	-7.80
34328	protease	-8.60
34328	polymerase	-8.70
34328	papainlike	-8.40
34328	ace2	-8.20
34328	spike_rbd	-7.00
34328	nucleocapsid	-10.20
34328	tmprss2	-7.90
16850	protease	-7.80
16850	polymerase	-8.30
16850	papainlike	-7.50
16850	ace2	-8.70
16850	spike_rbd	-8.40
16850	nucleocapsid	-9.40
16850	tmprss2	-8.50
54680690	protease	-7.40
54680690	polymerase	-7.80
54680690	papainlike	-6.80
54680690	ace2	-8.10
54680690	spike_rbd	-7.10
54680690	nucleocapsid	-8.40
54680690	tmprss2	-7.00
12831281	protease	-7.50
12831281	polymerase	-8.10
12831281	papainlike	-7.60
12831281	ace2	-9.40
12831281	spike_rbd	-8.00
12831281	nucleocapsid	-8.90
12831281	tmprss2	-7.50
36462	protease	-7.80
36462	polymerase	-9.00
36462	papainlike	-8.00
36462	ace2	-8.70
36462	spike_rbd	-7.30
36462	nucleocapsid	-9.40
36462	tmprss2	-8.00
92402804	protease	-6.40
92402804	polymerase	-9.40
92402804	papainlike	-8.30
92402804	ace2	-8.80
92402804	spike_rbd	-8.90
92402804	nucleocapsid	-9.20
92402804	tmprss2	-6.90
6857980	protease	-7.40
6857980	polymerase	-8.00
6857980	papainlike	-7.40
6857980	ace2	-8.10
6857980	spike_rbd	-7.50
6857980	nucleocapsid	-8.70
6857980	tmprss2	-7.40
10184653	protease	-7.00
10184653	polymerase	-8.10
10184653	papainlike	-7.40
10184653	ace2	-8.90
10184653	spike_rbd	-7.60
10184653	nucleocapsid	-8.90
10184653	tmprss2	-7.50
158781	protease	-8.50
158781	polymerase	-8.20
158781	papainlike	-8.00
158781	ace2	-9.20
158781	spike_rbd	-8.00
158781	nucleocapsid	-9.50
158781	tmprss2	-8.50
193962	protease	-7.50
193962	polymerase	-7.50
193962	papainlike	-7.60
193962	ace2	-8.20
193962	spike_rbd	-8.30
193962	nucleocapsid	-10.70
193962	tmprss2	-7.60
53025	protease	-7.40
53025	polymerase	-7.30
53025	papainlike	-7.00
53025	ace2	-7.60
53025	spike_rbd	-6.10
53025	nucleocapsid	-8.70
53025	tmprss2	-7.50
9845085	protease	-7.30
9845085	polymerase	-8.30
9845085	papainlike	-7.30
9845085	ace2	-9.20
9845085	spike_rbd	-7.60
9845085	nucleocapsid	-9.40
9845085	tmprss2	-8.10
16220172	protease	-7.10
16220172	polymerase	-8.30
16220172	papainlike	-7.40
16220172	ace2	-8.80
16220172	spike_rbd	-7.20
16220172	nucleocapsid	-9.80
16220172	tmprss2	-7.40
392622	protease	-8.50
392622	polymerase	-8.90
392622	papainlike	-7.70
392622	ace2	-10.00
392622	spike_rbd	-7.80
392622	nucleocapsid	-10.60
392622	tmprss2	-8.90
213039	protease	-6.20
213039	polymerase	-7.70
213039	papainlike	-6.80
213039	ace2	-8.40
213039	spike_rbd	-5.70
213039	nucleocapsid	-9.20
213039	tmprss2	-7.50
41867	protease	-7.80
41867	polymerase	-8.10
41867	papainlike	-7.60
41867	ace2	-8.70
41867	spike_rbd	-8.50
41867	nucleocapsid	-9.10
41867	tmprss2	-7.80
135398658	protease	-7.60
135398658	polymerase	-8.50
135398658	papainlike	-8.50
135398658	ace2	-9.00
135398658	spike_rbd	-7.80
135398658	nucleocapsid	-9.20
135398658	tmprss2	-8.30
219024	protease	-7.50
219024	polymerase	-8.30
219024	papainlike	-7.20
219024	ace2	-8.20
219024	spike_rbd	-7.50
219024	nucleocapsid	-9.00
219024	tmprss2	-7.70
60700	protease	-7.90
60700	polymerase	-8.80
60700	papainlike	-7.40
60700	ace2	-8.30
60700	spike_rbd	-7.40
60700	nucleocapsid	-10.30
60700	tmprss2	-7.80
74989	protease	-7.90
74989	polymerase	-8.40
74989	papainlike	-8.20
74989	ace2	-8.40
74989	spike_rbd	-8.00
74989	nucleocapsid	-9.30
74989	tmprss2	-7.80
6604206	protease	-7.50
6604206	polymerase	-8.00
6604206	papainlike	-7.30
6604206	ace2	-9.30
6604206	spike_rbd	-7.40
6604206	nucleocapsid	-9.60
6604206	tmprss2	-7.40
189821	protease	-7.90
189821	polymerase	-8.10
189821	papainlike	-7.20
189821	ace2	-8.60
189821	spike_rbd	-7.90
189821	nucleocapsid	-9.80
189821	tmprss2	-8.10
11155808	protease	-7.80
11155808	polymerase	-8.20
11155808	papainlike	-8.60
11155808	ace2	-8.40
11155808	spike_rbd	-7.60
11155808	nucleocapsid	-9.10
11155808	tmprss2	-7.80
23307231	protease	-7.70
23307231	polymerase	-7.80
23307231	papainlike	-7.40
23307231	ace2	-8.70
23307231	spike_rbd	-8.00
23307231	nucleocapsid	-9.20
23307231	tmprss2	-7.80
13342	protease	-7.20
13342	polymerase	-8.00
13342	papainlike	-6.90
13342	ace2	-8.50
13342	spike_rbd	-6.60
13342	nucleocapsid	-9.00
13342	tmprss2	-7.00
12598930	protease	-7.50
12598930	polymerase	-8.00
12598930	papainlike	-8.20
12598930	ace2	-7.90
12598930	spike_rbd	-8.10
12598930	nucleocapsid	-9.20
12598930	tmprss2	-7.80
5770	protease	-7.70
5770	polymerase	-8.50
5770	papainlike	-7.90
5770	ace2	-8.50
5770	spike_rbd	-7.70
5770	nucleocapsid	-9.10
5770	tmprss2	-8.10
5488548	protease	-7.80
5488548	polymerase	-8.20
5488548	papainlike	-7.60
5488548	ace2	-9.00
5488548	spike_rbd	-7.70
5488548	nucleocapsid	-9.20
5488548	tmprss2	-8.10
5330286	protease	-8.20
5330286	polymerase	-8.70
5330286	papainlike	-8.10
5330286	ace2	-9.40
5330286	spike_rbd	-7.60
5330286	nucleocapsid	-11.00
5330286	tmprss2	-7.80
5311167	protease	-7.10
5311167	polymerase	-8.10
5311167	papainlike	-7.70
5311167	ace2	-8.20
5311167	spike_rbd	-6.90
5311167	nucleocapsid	-10.10
5311167	tmprss2	-7.50
5361919	protease	-7.30
5361919	polymerase	-7.90
5361919	papainlike	-7.80
5361919	ace2	-8.70
5361919	spike_rbd	-7.30
5361919	nucleocapsid	-9.40
5361919	tmprss2	-7.50
135400189	protease	-6.90
135400189	polymerase	-7.70
135400189	papainlike	-7.60
135400189	ace2	-8.10
135400189	spike_rbd	-7.30
135400189	nucleocapsid	-8.80
135400189	tmprss2	-7.30
135398737	protease	-7.10
135398737	polymerase	-7.20
135398737	papainlike	-6.60
135398737	ace2	-8.20
135398737	spike_rbd	-6.80
135398737	nucleocapsid	-8.80
135398737	tmprss2	-7.30
150311	protease	-7.40
150311	polymerase	-8.50
150311	papainlike	-7.70
150311	ace2	-9.30
150311	spike_rbd	-8.30
150311	nucleocapsid	-10.20
150311	tmprss2	-7.70
73415999	protease	-7.60
73415999	polymerase	-7.80
73415999	papainlike	-7.90
73415999	ace2	-8.20
73415999	spike_rbd	-7.40
73415999	nucleocapsid	-9.60
73415999	tmprss2	-8.40
5281718	protease	-7.50
5281718	polymerase	-8.20
5281718	papainlike	-7.30
5281718	ace2	-8.40
5281718	spike_rbd	-7.20
5281718	nucleocapsid	-8.90
5281718	tmprss2	-8.50
941651	protease	-7.20
941651	polymerase	-7.90
941651	papainlike	-7.10
941651	ace2	-8.00
941651	spike_rbd	-6.90
941651	nucleocapsid	-8.10
941651	tmprss2	-7.40
3478	protease	-7.80
3478	polymerase	-8.50
3478	papainlike	-8.20
3478	ace2	-8.70
3478	spike_rbd	-8.40
3478	nucleocapsid	-9.60
3478	tmprss2	-8.10
154257	protease	-8.10
154257	polymerase	-7.20
154257	papainlike	-8.30
154257	ace2	-8.00
154257	spike_rbd	-7.10
154257	nucleocapsid	-9.40
154257	tmprss2	-8.50
5281034	protease	-7.00
5281034	polymerase	-8.00
5281034	papainlike	-6.80
5281034	ace2	-8.00
5281034	spike_rbd	-7.40
5281034	nucleocapsid	-10.00
5281034	tmprss2	-7.80
60854	protease	-7.80
60854	polymerase	-9.10
60854	papainlike	-8.00
60854	ace2	-9.20
60854	spike_rbd	-8.00
60854	nucleocapsid	-9.40
60854	tmprss2	-8.40
23230419	protease	-7.70
23230419	polymerase	-8.90
23230419	papainlike	-8.40
23230419	ace2	-8.70
23230419	spike_rbd	-7.70
23230419	nucleocapsid	-8.90
23230419	tmprss2	-7.90
82146	protease	-7.70
82146	polymerase	-8.10
82146	papainlike	-7.80
82146	ace2	-9.30
82146	spike_rbd	-8.30
82146	nucleocapsid	-9.70
82146	tmprss2	-8.60
443872	protease	-7.50
443872	polymerase	-8.00
443872	papainlike	-7.30
443872	ace2	-8.40
443872	spike_rbd	-7.50
443872	nucleocapsid	-9.80
443872	tmprss2	-8.20
54676228	protease	-7.00
54676228	polymerase	-8.00
54676228	papainlike	-7.40
54676228	ace2	-8.30
54676228	spike_rbd	-7.50
54676228	nucleocapsid	-8.90
54676228	tmprss2	-7.20
62976	protease	-7.00
62976	polymerase	-8.50
62976	papainlike	-7.10
62976	ace2	-8.10
62976	spike_rbd	-7.30
62976	nucleocapsid	-8.90
62976	tmprss2	-7.70
6604289	protease	-7.70
6604289	polymerase	-8.00
6604289	papainlike	-7.10
6604289	ace2	-8.60
6604289	spike_rbd	-7.90
6604289	nucleocapsid	-9.50
6604289	tmprss2	-7.80
154059	protease	-7.40
154059	polymerase	-8.00
154059	papainlike	-7.60
154059	ace2	-8.50
154059	spike_rbd	-7.50
154059	nucleocapsid	-10.10
154059	tmprss2	-7.60
126941	protease	-7.30
126941	polymerase	-8.80
126941	papainlike	-8.60
126941	ace2	-8.40
126941	spike_rbd	-7.70
126941	nucleocapsid	-8.70
126941	tmprss2	-8.30
12831280	protease	-7.30
12831280	polymerase	-8.60
12831280	papainlike	-7.30
12831280	ace2	-8.60
12831280	spike_rbd	-7.60
12831280	nucleocapsid	-9.20
12831280	tmprss2	-8.50
6450551	protease	-7.30
6450551	polymerase	-8.00
6450551	papainlike	-7.90
6450551	ace2	-9.10
6450551	spike_rbd	-8.10
6450551	nucleocapsid	-9.80
6450551	tmprss2	-8.20
3001028	protease	-7.90
3001028	polymerase	-7.80
3001028	papainlike	-7.80
3001028	ace2	-8.10
3001028	spike_rbd	-7.20
3001028	nucleocapsid	-9.60
3001028	tmprss2	-7.90
4369359	protease	-7.00
4369359	polymerase	-8.00
4369359	papainlike	-7.70
4369359	ace2	-8.20
4369359	spike_rbd	-8.40
4369359	nucleocapsid	-8.90
4369359	tmprss2	-8.10
3081361	protease	-7.20
3081361	polymerase	-8.00
3081361	papainlike	-8.10
3081361	ace2	-8.60
3081361	spike_rbd	-7.30
3081361	nucleocapsid	-9.40
3081361	tmprss2	-8.30
92851324	protease	-7.20
92851324	polymerase	-8.30
92851324	papainlike	-7.60
92851324	ace2	-8.70
92851324	spike_rbd	-7.30
92851324	nucleocapsid	-9.40
92851324	tmprss2	-7.40
135398559	protease	-7.50
135398559	polymerase	-8.60
135398559	papainlike	-8.20
135398559	ace2	-8.40
135398559	spike_rbd	-7.40
135398559	nucleocapsid	-9.30
135398559	tmprss2	-7.90
23724859	protease	-7.60
23724859	polymerase	-7.80
23724859	papainlike	-8.30
23724859	ace2	-8.90
23724859	spike_rbd	-7.90
23724859	nucleocapsid	-9.60
23724859	tmprss2	-8.70
9854012	protease	-7.20
9854012	polymerase	-8.10
9854012	papainlike	-7.30
9854012	ace2	-8.10
9854012	spike_rbd	-7.30
9854012	nucleocapsid	-8.30
9854012	tmprss2	-6.40
135484651	protease	-7.00
135484651	polymerase	-6.90
135484651	papainlike	-8.30
135484651	ace2	-8.50
135484651	spike_rbd	-7.00
135484651	nucleocapsid	-9.40
135484651	tmprss2	-7.80
2662	protease	-8.00
2662	polymerase	-8.30
2662	papainlike	-7.80
2662	ace2	-8.10
2662	spike_rbd	-8.10
2662	nucleocapsid	-8.80
2662	tmprss2	-7.80
9823820	protease	-7.60
9823820	polymerase	-8.20
9823820	papainlike	-8.20
9823820	ace2	-8.80
9823820	spike_rbd	-7.80
9823820	nucleocapsid	-9.30
9823820	tmprss2	-7.70
26316818	protease	-7.10
26316818	polymerase	-8.60
26316818	papainlike	-7.90
26316818	ace2	-8.30
26316818	spike_rbd	-8.10
26316818	nucleocapsid	-8.50
26316818	tmprss2	-6.70
5339	protease	-7.80
5339	polymerase	-8.70
5339	papainlike	-7.70
5339	ace2	-8.40
5339	spike_rbd	-7.70
5339	nucleocapsid	-9.10
5339	tmprss2	-8.40
3488	protease	-8.60
3488	polymerase	-8.10
3488	papainlike	-8.20
3488	ace2	-9.40
3488	spike_rbd	-8.70
3488	nucleocapsid	-10.20
3488	tmprss2	-7.80
6509979	protease	-7.60
6509979	polymerase	-8.60
6509979	papainlike	-6.60
6509979	ace2	-8.90
6509979	spike_rbd	-7.10
6509979	nucleocapsid	-8.70
6509979	tmprss2	-6.80
4893	protease	-7.30
4893	polymerase	-7.10
4893	papainlike	-6.90
4893	ace2	-8.30
4893	spike_rbd	-8.30
4893	nucleocapsid	-9.00
4893	tmprss2	-7.60
54677470	protease	-6.90
54677470	polymerase	-7.60
54677470	papainlike	-6.80
54677470	ace2	-8.10
54677470	spike_rbd	-7.20
54677470	nucleocapsid	-8.40
54677470	tmprss2	-7.30
124761805	protease	-8.40
124761805	polymerase	-8.40
124761805	papainlike	-7.10
124761805	ace2	-9.80
124761805	spike_rbd	-6.90
124761805	nucleocapsid	-8.80
124761805	tmprss2	-7.60
24776445	protease	-8.00
24776445	polymerase	-8.30
24776445	papainlike	-8.00
24776445	ace2	-8.50
24776445	spike_rbd	-7.50
24776445	nucleocapsid	-9.30
24776445	tmprss2	-7.80
6918485	protease	-7.00
6918485	polymerase	-7.70
6918485	papainlike	-7.40
6918485	ace2	-8.70
6918485	spike_rbd	-8.00
6918485	nucleocapsid	-9.00
6918485	tmprss2	-8.20
3955	protease	-7.70
3955	polymerase	-8.40
3955	papainlike	-8.20
3955	ace2	-8.80
3955	spike_rbd	-7.30
3955	nucleocapsid	-9.30
3955	tmprss2	-7.90
3961	protease	-7.40
3961	polymerase	-7.30
3961	papainlike	-7.90
3961	ace2	-8.60
3961	spike_rbd	-7.40
3961	nucleocapsid	-9.40
3961	tmprss2	-7.80
6451164	protease	-8.00
6451164	polymerase	-8.70
6451164	papainlike	-8.30
6451164	ace2	-9.50
6451164	spike_rbd	-7.90
6451164	nucleocapsid	-9.50
6451164	tmprss2	-8.10
54675783	protease	-7.40
54675783	polymerase	-8.10
54675783	papainlike	-7.20
54675783	ace2	-8.70
54675783	spike_rbd	-6.80
54675783	nucleocapsid	-9.90
54675783	tmprss2	-7.40
5280965	protease	-8.20
5280965	polymerase	-9.60
5280965	papainlike	-8.30
5280965	ace2	-9.70
5280965	spike_rbd	-8.40
5280965	nucleocapsid	-11.10
5280965	tmprss2	-8.80
241903	protease	-7.50
241903	polymerase	-7.60
241903	papainlike	-7.10
241903	ace2	-8.40
241903	spike_rbd	-7.60
241903	nucleocapsid	-8.80
241903	tmprss2	-7.30
9878	protease	-7.90
9878	polymerase	-7.80
9878	papainlike	-7.20
9878	ace2	-7.90
9878	spike_rbd	-7.20
9878	nucleocapsid	-9.30
9878	tmprss2	-7.90
49800054	protease	-7.30
49800054	polymerase	-8.00
49800054	papainlike	-7.80
49800054	ace2	-8.20
49800054	spike_rbd	-8.00
49800054	nucleocapsid	-9.10
49800054	tmprss2	-7.90
8982	protease	-8.00
8982	polymerase	-7.90
8982	papainlike	-7.50
8982	ace2	-9.10
8982	spike_rbd	-7.20
8982	nucleocapsid	-9.30
8982	tmprss2	-7.60
5833	protease	-7.80
5833	polymerase	-7.90
5833	papainlike	-7.20
5833	ace2	-8.10
5833	spike_rbd	-7.20
5833	nucleocapsid	-10.10
5833	tmprss2	-8.40
57184418	protease	-7.70
57184418	polymerase	-9.20
57184418	papainlike	-6.70
57184418	ace2	-8.70
57184418	spike_rbd	-7.20
57184418	nucleocapsid	-9.40
57184418	tmprss2	-6.70
92851325	protease	-7.80
92851325	polymerase	-8.80
92851325	papainlike	-7.10
92851325	ace2	-7.80
92851325	spike_rbd	-7.90
92851325	nucleocapsid	-9.20
92851325	tmprss2	-7.40
135410875	protease	-7.60
135410875	polymerase	-8.70
135410875	papainlike	-9.00
135410875	ace2	-8.80
135410875	spike_rbd	-8.00
135410875	nucleocapsid	-9.30
135410875	tmprss2	-8.20
19649	protease	-7.20
19649	polymerase	-7.80
19649	papainlike	-7.40
19649	ace2	-8.20
19649	spike_rbd	-6.70
19649	nucleocapsid	-8.40
19649	tmprss2	-6.80
82153	protease	-7.90
82153	polymerase	-8.70
82153	papainlike	-7.70
82153	ace2	-8.40
82153	spike_rbd	-7.50
82153	nucleocapsid	-9.70
82153	tmprss2	-7.70
71496458	protease	-6.80
71496458	polymerase	-7.90
71496458	papainlike	-7.80
71496458	ace2	-8.60
71496458	spike_rbd	-7.30
71496458	nucleocapsid	-9.00
71496458	tmprss2	-7.60
6451149	protease	-8.60
6451149	polymerase	-9.20
6451149	papainlike	-8.50
6451149	ace2	-10.50
6451149	spike_rbd	-8.60
6451149	nucleocapsid	-10.60
6451149	tmprss2	-9.40
9913767	protease	-7.20
9913767	polymerase	-7.90
9913767	papainlike	-7.50
9913767	ace2	-8.30
9913767	spike_rbd	-7.20
9913767	nucleocapsid	-8.70
9913767	tmprss2	-7.40
3168	protease	-7.20
3168	polymerase	-8.40
3168	papainlike	-8.30
3168	ace2	-8.90
3168	spike_rbd	-7.70
3168	nucleocapsid	-9.40
3168	tmprss2	-8.20
6196	protease	-7.50
6196	polymerase	-8.00
6196	papainlike	-7.50
6196	ace2	-8.30
6196	spike_rbd	-7.40
6196	nucleocapsid	-9.10
6196	tmprss2	-7.20
54671203	protease	-7.40
54671203	polymerase	-8.40
54671203	papainlike	-7.10
54671203	ace2	-9.30
54671203	spike_rbd	-7.30
54671203	nucleocapsid	-9.00
54671203	tmprss2	-7.00
447043	protease	-6.90
447043	polymerase	-7.40
447043	papainlike	-7.10
447043	ace2	-7.70
447043	spike_rbd	-6.70
447043	nucleocapsid	-8.60
447043	tmprss2	-6.70
72543801	protease	-7.20
72543801	polymerase	-8.60
72543801	papainlike	-7.20
72543801	ace2	-8.30
72543801	spike_rbd	-7.00
72543801	nucleocapsid	-9.10
72543801	tmprss2	-8.00
60198	protease	-7.30
60198	polymerase	-7.50
60198	papainlike	-6.80
60198	ace2	-7.80
60198	spike_rbd	-7.50
60198	nucleocapsid	-8.70
60198	tmprss2	-7.60
13559281	protease	-7.70
13559281	polymerase	-7.70
13559281	papainlike	-7.50
13559281	ace2	-8.50
13559281	spike_rbd	-8.00
13559281	nucleocapsid	-9.90
13559281	tmprss2	-9.10
444031	protease	-7.00
444031	polymerase	-7.00
444031	papainlike	-8.20
444031	ace2	-8.70
444031	spike_rbd	-6.80
